store_id,sku_id,avg_daily_demand,total_forecast_demand,max_daily_demand,stock_on_hand,reorder_point,safety_stock,last_restock_date,on_order_units,lead_time_days,sku_name,category,subcategory,unit_price,cost_price,brand,lead_time_demand,inventory_position,target_lead_time_stock,stockout_shortage_units,days_of_supply,stockout_risk,recommended_reorder_units,stockout_gap_pct,overstock_target_units,excess_inventory_units,overstock_risk,overstock_gap_pct,risk_score,risk_level,risk_priority,stockout_value_at_stake,overstock_value_at_stake,value_at_stake,recommended_action
ST01,SKU00167,1.9029719,1.9029719,1.9029719,266.0,58.0,12.0,2025-05-14,0.0,7.0,ZestyCo Batteries 500g,Electronics & Accessories,Batteries,2596.95,1652.67,ZestyCo,13.3208033,266.0,25.3208033,0.0,139.78135988240288,False,0.0,0.0,69.089157,196.910843,True,2.8500976354364838,100.0,OVERSTOCK,CRITICAL,0.0,325428.64290081,325428.64290081,URGENT MARKDOWN
ST01,SKU00170,1.835624,1.835624,1.835624,238.0,77.0,28.0,2025-06-15,0.0,7.0,ZestyCo Men's Wear 2L,Apparel & Footwear,Men's Wear,1241.29,909.39,ZestyCo,12.849368,238.0,40.849368,0.0,129.656182311846,False,0.0,0.0,83.06872,154.93128000000002,True,1.8650977166856553,100.0,OVERSTOCK,CRITICAL,0.0,140892.9567192,140892.9567192,URGENT MARKDOWN
ST01,SKU00172,1.8566252,1.8566252,1.8566252,0.0,0.0,0.0,,0.0,7.0,CityFresh Energy Drinks 500ml,Beverages,Energy Drinks,112.18,75.2,CityFresh,12.9963764,0.0,12.9963764,12.9963764,0.0,True,13.0,1.0,55.698756,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,1457.9335045520002,0.0,1457.9335045520002,URGENT REORDER
ST01,SKU00186,1.8955779,1.8955779,1.8955779,108.0,27.0,11.0,2025-08-22,0.0,7.0,TrueTaste Men's Wear 250ml,Apparel & Footwear,Men's Wear,1862.84,1185.19,TrueTaste,13.2690453,108.0,24.269045300000002,0.0,56.97470940128601,False,0.0,0.0,67.86733699999999,40.13266300000001,True,0.5913398812156135,59.1,OVERSTOCK,HIGH,0.0,47564.83086097001,47564.83086097001,MARKDOWN / PROMOTION
ST01,SKU00229,1.8681425,1.8681425,1.8681425,0.0,0.0,0.0,,0.0,7.0,ZestyCo Oral Care 500ml,Personal Care,Oral Care,421.82,288.02,ZestyCo,13.076997500000001,0.0,13.076997500000001,13.076997500000001,0.0,True,14.0,1.0,56.044275,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,5516.1390854500005,0.0,5516.1390854500005,URGENT REORDER
ST01,SKU00234,1.7916259,1.7916259,1.7916259,0.0,0.0,0.0,,0.0,7.0,PureLife Biscuits & Cookies 500ml,Snacks & Confectionery,Biscuits & Cookies,100.0,76.44,PureLife,12.541381300000001,0.0,12.541381300000001,12.541381300000001,0.0,True,13.0,1.0,53.748777000000004,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,1254.13813,0.0,1254.13813,URGENT REORDER
ST01,SKU00255,1.8642409,1.8642409,1.8642409,0.0,0.0,0.0,,0.0,7.0,PremiumSelect Laundry Family Pack,Home Care,Laundry,158.86,125.36,PremiumSelect,13.0496863,0.0,13.0496863,13.0496863,0.0,True,14.0,1.0,55.927227,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,2073.073165618,0.0,2073.073165618,URGENT REORDER
ST01,SKU00264,1.8977674,1.8977674,1.8977674,0.0,69.0,16.0,2025-09-10,0.0,7.0,PurePlus Energy Drinks 500g,Beverages,Energy Drinks,242.74,153.51,PurePlus,13.2843718,0.0,29.284371800000002,29.284371800000002,0.0,True,30.0,1.0,72.933022,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,7108.488410732001,0.0,7108.488410732001,URGENT REORDER
ST01,SKU00265,1.873392,1.873392,1.873392,0.0,0.0,0.0,,0.0,7.0,CleanWave Pulses & Lentils Pack of 6,Grocery,Pulses & Lentils,246.23,165.31,CleanWave,13.113744,0.0,13.113744,13.113744,0.0,True,14.0,1.0,56.20176,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,3228.99718512,0.0,3228.99718512,URGENT REORDER
ST01,SKU00269,1.873647,1.873647,1.873647,0.0,0.0,0.0,,0.0,7.0,TrueTaste Bread 250ml,Dairy & Bakery,Bread,170.73,125.25,TrueTaste,13.115529,0.0,13.115529,13.115529,0.0,True,14.0,1.0,56.209410000000005,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,2239.21426617,0.0,2239.21426617,URGENT REORDER
ST01,SKU00288,1.7038578,1.7038578,1.7038578,0.0,0.0,0.0,,0.0,7.0,FreshFarm Notebooks Small,Stationery & Office,Notebooks,109.0,60.9,FreshFarm,11.9270046,0.0,11.9270046,11.9270046,0.0,True,12.0,1.0,51.115733999999996,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,1300.0435014,0.0,1300.0435014,URGENT REORDER
ST01,SKU00298,1.862862,1.862862,1.862862,0.0,0.0,0.0,,0.0,7.0,GreenValley Writing Instruments 250ml,Stationery & Office,Writing Instruments,383.06,244.57,GreenValley,13.040034,0.0,13.040034,13.040034,0.0,True,14.0,1.0,55.88586,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,4995.11542404,0.0,4995.11542404,URGENT REORDER
ST01,SKU00312,1.8091799,1.8091799,1.8091799,0.0,0.0,0.0,,0.0,7.0,BasicNeeds Soft Drinks Pack of 6,Beverages,Soft Drinks,61.56,37.45,BasicNeeds,12.6642593,0.0,12.6642593,12.6642593,0.0,True,13.0,1.0,54.275397,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,779.611802508,0.0,779.611802508,URGENT REORDER
ST01,SKU00321,1.8505965,1.8505965,1.8505965,0.0,0.0,0.0,,0.0,7.0,EliteHome Batteries 1L,Electronics & Accessories,Batteries,736.71,534.34,EliteHome,12.9541755,0.0,12.9541755,12.9541755,0.0,True,13.0,1.0,55.517894999999996,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,9543.470632605,0.0,9543.470632605,URGENT REORDER
ST01,SKU00323,1.8566482,1.8566482,1.8566482,0.0,0.0,0.0,,0.0,7.0,SparkleClean Air Fresheners 2L,Home Care,Air Fresheners,270.82,200.19,SparkleClean,12.9965374,0.0,12.9965374,12.9965374,0.0,True,13.0,1.0,55.699446,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,3519.7222586679995,0.0,3519.7222586679995,URGENT REORDER
ST01,SKU00328,1.7270193,1.7270193,1.7270193,63.0,91.0,26.0,2025-11-10,0.0,7.0,EverydayPlus Spices & Seasoning 250g,Grocery,Spices & Seasoning,204.97,157.47,EverydayPlus,12.0891351,63.0,38.0891351,0.0,36.47903645315371,False,0.0,0.0,77.810579,0.0,False,0.0,0.0,NORMAL,LOW,0.0,0.0,0.0,NO ACTION
ST01,SKU00365,1.868894,1.868894,1.868894,67.0,51.0,14.0,2025-11-24,0.0,7.0,CleanWave Writing Instruments 1L,Stationery & Office,Writing Instruments,78.0,61.69,CleanWave,13.082258,67.0,27.082258,0.0,35.850080314881424,False,0.0,0.0,70.06682,0.0,False,0.0,0.0,NORMAL,LOW,0.0,0.0,0.0,NO ACTION
ST01,SKU00373,1.9757648,3.9515296,2.0642436,0.0,0.0,0.0,,0.0,7.0,ZestyCo Namkeen Small,Snacks & Confectionery,Namkeen,84.32,63.63,ZestyCo,13.8303536,0.0,13.8303536,13.8303536,0.0,True,14.0,1.0,59.272944,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,1166.175415552,0.0,1166.175415552,URGENT REORDER
ST01,SKU00386,1.8885447,1.8885447,1.8885447,0.0,0.0,0.0,,0.0,7.0,FamilyChoice Coffee 250ml,Beverages,Coffee,139.48,80.88,FamilyChoice,13.219812899999999,0.0,13.219812899999999,13.219812899999999,0.0,True,14.0,1.0,56.656341,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,1843.8995032919997,0.0,1843.8995032919997,URGENT REORDER
ST01,SKU00390,1.8889867,1.8889867,1.8889867,0.0,0.0,0.0,,0.0,7.0,SunriseFoods Sugar & Salt Pack of 12,Grocery,Sugar & Salt,437.62,261.75,SunriseFoods,13.2229069,0.0,13.2229069,13.2229069,0.0,True,14.0,1.0,56.669601,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,5786.608517578,0.0,5786.608517578,URGENT REORDER
ST01,SKU00410,1.8776783,1.8776783,1.8776783,12.0,25.0,11.0,2025-11-14,0.0,7.0,SparkleClean Cookware Pack of 12,Home & Kitchen,Cookware,1081.09,763.62,SparkleClean,13.1437481,12.0,24.1437481,12.1437481,6.390871109284269,True,13.0,0.5029769217978214,67.330349,0.0,False,0.0,50.3,STOCKOUT,HIGH,13128.484633429,0.0,13128.484633429,REORDER
ST01,SKU00417,1.8875871,1.8875871,1.8875871,0.0,0.0,0.0,,0.0,7.0,HomeStyle Biscuits & Cookies Large,Snacks & Confectionery,Biscuits & Cookies,40.43,29.99,HomeStyle,13.2131097,0.0,13.2131097,13.2131097,0.0,True,14.0,1.0,56.627613,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,534.206025171,0.0,534.206025171,URGENT REORDER
ST01,SKU00418,1.8841673,1.8841673,1.8841673,0.0,0.0,0.0,,0.0,7.0,SoftTouch Biscuits & Cookies 1kg,Snacks & Confectionery,Biscuits & Cookies,55.14,39.58,SoftTouch,13.189171100000001,0.0,13.189171100000001,13.189171100000001,0.0,True,14.0,1.0,56.525019,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,727.2508944540001,0.0,727.2508944540001,URGENT REORDER
ST01,SKU00425,1.8137211,1.8137211,1.8137211,0.0,0.0,0.0,,0.0,7.0,NutriPlus Spices & Seasoning Large,Grocery,Spices & Seasoning,209.07,141.11,NutriPlus,12.6960477,0.0,12.6960477,12.6960477,0.0,True,13.0,1.0,54.411633,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,2654.3626926389998,0.0,2654.3626926389998,URGENT REORDER
ST01,SKU00440,1.8572643,1.8572643,1.8572643,0.0,0.0,0.0,,0.0,7.0,TrueTaste Home Decor Pack of 6,Home & Kitchen,Home Decor,398.41,253.21,TrueTaste,13.0008501,0.0,13.0008501,13.0008501,0.0,True,14.0,1.0,55.717929,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,5179.668688341,0.0,5179.668688341,URGENT REORDER
ST01,SKU00445,1.7378603,1.7378603,1.7378603,0.0,58.0,22.0,2025-09-10,0.0,7.0,QuickBite Yogurt Large,Dairy & Bakery,Yogurt,87.15,60.84,QuickBite,12.1650221,0.0,34.1650221,34.1650221,0.0,True,35.0,1.0,74.135809,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,2977.481676015,0.0,2977.481676015,URGENT REORDER
ST01,SKU00452,1.8364727,1.8364727,1.8364727,0.0,0.0,0.0,,0.0,7.0,ValueChoice Footwear 500g,Apparel & Footwear,Footwear,957.94,711.36,ValueChoice,12.8553089,0.0,12.8553089,12.8553089,0.0,True,13.0,1.0,55.094181,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,12314.614607666,0.0,12314.614607666,URGENT REORDER
ST01,SKU00485,1.9150316,1.9150316,1.9150316,0.0,0.0,0.0,,0.0,7.0,DailyBest Namkeen 250ml,Snacks & Confectionery,Namkeen,50.23,30.15,DailyBest,13.4052212,0.0,13.4052212,13.4052212,0.0,True,14.0,1.0,57.450948000000004,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,673.3442608759999,0.0,673.3442608759999,URGENT REORDER
ST01,SKU00489,1.8095174,1.8095174,1.8095174,0.0,0.0,0.0,,0.0,7.0,TrueTaste Men's Wear Pack of 12,Apparel & Footwear,Men's Wear,1823.85,1005.06,TrueTaste,12.6666218,0.0,12.6666218,12.6666218,0.0,True,13.0,1.0,54.285522,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,23102.018169929997,0.0,23102.018169929997,URGENT REORDER
ST01,SKU00494,1.8147584,1.8147584,1.8147584,0.0,0.0,0.0,,0.0,7.0,QuickBite Air Fresheners 2L,Home Care,Air Fresheners,320.97,215.0,QuickBite,12.7033088,0.0,12.7033088,12.7033088,0.0,True,13.0,1.0,54.442752000000006,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,4077.3810255360004,0.0,4077.3810255360004,URGENT REORDER
ST01,SKU00499,1.85742095,3.7148419,1.8629131,0.0,0.0,0.0,,0.0,7.0,CleanWave Office Supplies 2L,Stationery & Office,Office Supplies,110.32,83.23,CleanWave,13.00194665,0.0,13.00194665,13.00194665,0.0,True,14.0,1.0,55.7226285,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,1434.374754428,0.0,1434.374754428,URGENT REORDER
ST01,SKU00506,1.94467755,3.8893551,1.9631077,0.0,0.0,0.0,,0.0,7.0,SmartBuy Frozen Vegetables 500g,Frozen Foods,Frozen Vegetables,319.73,243.03,SmartBuy,13.61274285,0.0,13.61274285,13.61274285,0.0,True,14.0,1.0,58.340326499999996,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,4352.4022714305,0.0,4352.4022714305,URGENT REORDER
ST01,SKU00508,1.8254606,1.8254606,1.8254606,0.0,0.0,0.0,,0.0,7.0,EverydayPlus OTC Medicine Medium,Health & Wellness,OTC Medicine,567.86,343.68,EverydayPlus,12.7782242,0.0,12.7782242,12.7782242,0.0,True,13.0,1.0,54.763818,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,7256.242394212,0.0,7256.242394212,URGENT REORDER
ST01,SKU00519,1.8239635,1.8239635,1.8239635,0.0,0.0,0.0,,0.0,7.0,PrimeCare Office Supplies 250ml,Stationery & Office,Office Supplies,71.95,40.83,PrimeCare,12.767744500000001,0.0,12.767744500000001,12.767744500000001,0.0,True,13.0,1.0,54.718905,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,918.6392167750001,0.0,918.6392167750001,URGENT REORDER
ST01,SKU00521,1.8306189,1.8306189,1.8306189,0.0,0.0,0.0,,0.0,7.0,FreshFarm Writing Instruments 500ml,Stationery & Office,Writing Instruments,288.5,189.07,FreshFarm,12.8143323,0.0,12.8143323,12.8143323,0.0,True,13.0,1.0,54.918566999999996,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,3696.93486855,0.0,3696.93486855,URGENT REORDER
ST01,SKU00541,1.9574851,1.9574851,1.9574851,0.0,0.0,0.0,,0.0,7.0,SoftTouch Writing Instruments 100g,Stationery & Office,Writing Instruments,161.25,123.01,SoftTouch,13.7023957,0.0,13.7023957,13.7023957,0.0,True,14.0,1.0,58.724553,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,2209.511306625,0.0,2209.511306625,URGENT REORDER
ST01,SKU00548,1.8875133,1.8875133,1.8875133,0.0,0.0,0.0,,0.0,7.0,QuickBite OTC Medicine 1kg,Health & Wellness,OTC Medicine,910.03,567.55,QuickBite,13.2125931,0.0,13.2125931,13.2125931,0.0,True,14.0,1.0,56.625399,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,12023.856098793,0.0,12023.856098793,URGENT REORDER
ST01,SKU00565,1.8942854,1.8942854,1.8942854,0.0,0.0,0.0,,0.0,7.0,ZestyCo Office Supplies 2kg,Stationery & Office,Office Supplies,336.31,224.14,ZestyCo,13.2599978,0.0,13.2599978,13.2599978,0.0,True,14.0,1.0,56.828562,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,4459.469860118001,0.0,4459.469860118001,URGENT REORDER
ST01,SKU00568,1.8599943,1.8599943,1.8599943,0.0,0.0,0.0,,0.0,7.0,CleanWave Air Fresheners Medium,Home Care,Air Fresheners,194.42,154.62,CleanWave,13.0199601,0.0,13.0199601,13.0199601,0.0,True,14.0,1.0,55.799829,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,2531.340642642,0.0,2531.340642642,URGENT REORDER
ST01,SKU00578,1.8291785,1.8291785,1.8291785,0.0,0.0,0.0,,0.0,7.0,SmartBuy Soft Drinks 1L,Beverages,Soft Drinks,114.92,64.82,SmartBuy,12.804249500000001,0.0,12.804249500000001,12.804249500000001,0.0,True,13.0,1.0,54.875355,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,1471.4643525400002,0.0,1471.4643525400002,URGENT REORDER
ST01,SKU00581,1.8662597,1.8662597,1.8662597,0.0,0.0,0.0,,0.0,7.0,PrimeCare Small Appliances Small,Electronics & Accessories,Small Appliances,1265.07,863.83,PrimeCare,13.0638179,0.0,13.0638179,13.0638179,0.0,True,14.0,1.0,55.987791,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,16526.644110753,0.0,16526.644110753,URGENT REORDER
ST01,SKU00585,2.0136487,2.0136487,2.0136487,64.0,33.0,10.0,2025-12-15,0.0,7.0,SoftTouch Namkeen Large,Snacks & Confectionery,Namkeen,34.85,21.01,SoftTouch,14.0955409,64.0,24.0955409,0.0,31.783100994726635,False,0.0,0.0,70.409461,0.0,False,0.0,0.0,NORMAL,LOW,0.0,0.0,0.0,NO ACTION
ST01,SKU00595,1.9921224,1.9921224,1.9921224,0.0,0.0,0.0,,0.0,7.0,BasicNeeds Men's Wear Family Pack,Apparel & Footwear,Men's Wear,2693.97,1772.0,BasicNeeds,13.9448568,0.0,13.9448568,13.9448568,0.0,True,14.0,1.0,59.763672,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,37567.025873496,0.0,37567.025873496,URGENT REORDER
ST01,SKU00596,1.8665625,1.8665625,1.8665625,0.0,0.0,0.0,,0.0,7.0,NovaFresh Skin Care 1kg,Personal Care,Skin Care,468.99,308.16,NovaFresh,13.065937499999999,0.0,13.065937499999999,13.065937499999999,0.0,True,14.0,1.0,55.996874999999996,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,6127.794028124999,0.0,6127.794028124999,URGENT REORDER
ST01,SKU00603,1.8975725,1.8975725,1.8975725,0.0,0.0,0.0,,0.0,7.0,FreshFarm Soft Drinks 100g,Beverages,Soft Drinks,89.72,58.2,FreshFarm,13.2830075,0.0,13.2830075,13.2830075,0.0,True,14.0,1.0,56.927175000000005,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,1191.7514329,0.0,1191.7514329,URGENT REORDER
ST01,SKU00631,1.8714789,1.8714789,1.8714789,200.0,55.0,21.0,2025-07-10,0.0,7.0,CrispKing Cookware 250g,Home & Kitchen,Cookware,1304.33,954.88,CrispKing,13.1003523,200.0,34.1003523,0.0,106.86735500998702,False,0.0,0.0,77.144367,122.855633,True,1.5925418507873685,100.0,OVERSTOCK,CRITICAL,0.0,117312.38683904,117312.38683904,URGENT MARKDOWN
ST01,SKU00636,1.8763688,1.8763688,1.8763688,0.0,0.0,0.0,,0.0,7.0,CityFresh First Aid 250g,Health & Wellness,First Aid,1096.28,793.84,CityFresh,13.1345816,0.0,13.1345816,13.1345816,0.0,True,14.0,1.0,56.291064,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,14399.179116448,0.0,14399.179116448,URGENT REORDER
ST01,SKU00644,1.9150715,1.9150715,1.9150715,0.0,0.0,0.0,,0.0,7.0,ZestyCo Footwear 2L,Apparel & Footwear,Footwear,942.82,623.16,ZestyCo,13.4055005,0.0,13.4055005,13.4055005,0.0,True,14.0,1.0,57.452145,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,12638.973981410001,0.0,12638.973981410001,URGENT REORDER
ST01,SKU00656,1.9642841,1.9642841,1.9642841,0.0,0.0,0.0,,0.0,7.0,SoftTouch Men's Wear Family Pack,Apparel & Footwear,Men's Wear,1870.7,1076.95,SoftTouch,13.7499887,0.0,13.7499887,13.7499887,0.0,True,14.0,1.0,58.928523,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,25722.10386109,0.0,25722.10386109,URGENT REORDER
ST01,SKU00669,1.7806724,1.7806724,1.7806724,0.0,0.0,0.0,,0.0,7.0,MetroBrand First Aid 500g,Health & Wellness,First Aid,631.77,427.05,MetroBrand,12.4647068,0.0,12.4647068,12.4647068,0.0,True,13.0,1.0,53.420172,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,7874.827815036,0.0,7874.827815036,URGENT REORDER
ST01,SKU00673,1.8755219,1.8755219,1.8755219,0.0,0.0,0.0,,0.0,7.0,GreenValley Energy Drinks 500g,Beverages,Energy Drinks,139.56,85.76,GreenValley,13.1286533,0.0,13.1286533,13.1286533,0.0,True,14.0,1.0,56.265657000000004,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,1832.234854548,0.0,1832.234854548,URGENT REORDER
ST01,SKU00685,1.8859398,1.8859398,1.8859398,0.0,0.0,0.0,,0.0,7.0,GreenValley Cookware 2L,Home & Kitchen,Cookware,2583.23,1816.98,GreenValley,13.201578600000001,0.0,13.201578600000001,13.201578600000001,0.0,True,14.0,1.0,56.578194,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,34102.713886878,0.0,34102.713886878,URGENT REORDER
ST01,SKU00695,1.8726193,1.8726193,1.8726193,0.0,0.0,0.0,,0.0,7.0,TrueTaste Sugar & Salt Medium,Grocery,Sugar & Salt,264.5,187.98,TrueTaste,13.1083351,0.0,13.1083351,13.1083351,0.0,True,14.0,1.0,56.178579,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,3467.15463395,0.0,3467.15463395,URGENT REORDER
ST01,SKU00702,1.8453686,1.8453686,1.8453686,0.0,0.0,0.0,,0.0,7.0,QuickBite Kids Wear 500g,Apparel & Footwear,Kids Wear,1621.05,997.99,QuickBite,12.9175802,0.0,12.9175802,12.9175802,0.0,True,13.0,1.0,55.361058,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,20940.04338321,0.0,20940.04338321,URGENT REORDER
ST01,SKU00711,1.9429967,1.9429967,1.9429967,0.0,0.0,0.0,,0.0,7.0,NovaFresh Writing Instruments Small,Stationery & Office,Writing Instruments,107.95,72.55,NovaFresh,13.6009769,0.0,13.6009769,13.6009769,0.0,True,14.0,1.0,58.289901,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,1468.225456355,0.0,1468.225456355,URGENT REORDER
ST01,SKU00714,1.8927677,1.8927677,1.8927677,0.0,0.0,0.0,,0.0,7.0,EverydayPlus Men's Wear 2L,Apparel & Footwear,Men's Wear,1659.76,1305.17,EverydayPlus,13.2493739,0.0,13.2493739,13.2493739,0.0,True,14.0,1.0,56.783031,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,21990.780824264,0.0,21990.780824264,URGENT REORDER
ST01,SKU00722,1.7732795,1.7732795,1.7732795,0.0,0.0,0.0,,0.0,7.0,DailyBest Chocolates 2kg,Snacks & Confectionery,Chocolates,70.93,49.57,DailyBest,12.4129565,0.0,12.4129565,12.4129565,0.0,True,13.0,1.0,53.198384999999995,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,880.451004545,0.0,880.451004545,URGENT REORDER
ST01,SKU00730,1.9114016,1.9114016,1.9114016,0.0,0.0,0.0,,0.0,7.0,UrbanBite Vitamins & Supplements Pack of 6,Health & Wellness,Vitamins & Supplements,1174.55,739.08,UrbanBite,13.3798112,0.0,13.3798112,13.3798112,0.0,True,14.0,1.0,57.342048,0.0,False,0.0,100.0,STOCKOUT,CRITICAL,15715.25724496,0.0,15715.25724496,URGENT REORDER
